"Title","Authors"
"Ernie 2.0: A continual pre-training framework for language understanding","Y Sun, S Wang, Y Li, S Feng, H Tian, H Wu - Proceedings of the AAAI , 2020 - ojs.aaai.org"
"Energy and policy considerations for deep learning in NLP","E Strubell, A Ganesh, A McCallum - arXiv preprint arXiv:1906.02243, 2019 - arxiv.org"
"Pretrained transformers improve out-of-distribution robustness","D Hendrycks, X Liu, E Wallace, A Dziedzic - arXiv preprint arXiv , 2020 - arxiv.org"
"On the cross-lingual transferability of monolingual representations","M Artetxe, S Ruder, D Yogatama - arXiv preprint arXiv:1910.11856, 2019 - arxiv.org"
"Pose recognition with cascade transformers","K Li, S Wang, X Zhang, Y Xu - Proceedings of the , 2021 - openaccess.thecvf.com"
"AdapterFusion: Non-destructive task composition for transfer learning","J Pfeiffer, A Kamath, A Rücklé, K Cho - arXiv preprint arXiv , 2020 - arxiv.org"
"Can language models learn from explanations in context?","AK Lampinen, I Dasgupta, SCY Chan - arXiv preprint arXiv , 2022 - arxiv.org"
"Masked discrimination for self-supervised learning on point clouds","H Liu, M Cai, YJ Lee - European Conference on Computer Vision, 2022 - Springer"
"Structure-aware transformer for graph representation learning","D Chen, L O'Bray, K Borgwardt -  Conference on Machine , 2022 - proceedings.mlr.press"
"SCF-Net: Learning spatial contextual features for large-scale point cloud segmentation","S Fan, Q Dong, F Zhu, Y Lv, P Ye - Proceedings of the , 2021 - openaccess.thecvf.com"
"Learning affinity from attention: End-to-end weakly-supervised semantic segmentation with transformers","L Ru, Y Zhan, B Yu, B Du -  of the IEEE/CVF Conference on , 2022 - openaccess.thecvf.com"
"Deep equilibrium models","S Bai, JZ Kolter, V Koltun - Advances in Neural Information , 2019 - proceedings.neurips.cc"
"Lookahead optimizer: k steps forward, 1 step back","M Zhang, J Lucas, J Ba - Advances in neural , 2019 - proceedings.neurips.cc"
"Coco-lm: Correcting and contrasting text sequences for language model pretraining","Y Meng, C Xiong, P Bajaj, P Bennett - Advances in Neural , 2021 - proceedings.neurips.cc"
"When does label smoothing help?","R Müller, S Kornblith, GE Hinton - Advances in neural , 2019 - proceedings.neurips.cc"
"Plug and play language models: A simple approach to controlled text generation","S Dathathri, A Madotto, J Lan, J Hung, E Frank - arXiv preprint arXiv , 2019 - arxiv.org"
"In-place scene labelling and understanding with implicit scene representation","S Zhi, T Laidlow, S Leutenegger - Proceedings of the , 2021 - openaccess.thecvf.com"
"Findings of the 2019 conference on machine translation (WMT19)","L Barrault, O Bojar, MR Costa-Jussa, C Federmann - 2019 - zora.uzh.ch"
"Transformer transducer: A streamable speech recognition model with transformer encoders and rnn-t loss","Q Zhang, H Lu, H Sak, A Tripathi - ICASSP 2020-2020 , 2020 - ieeexplore.ieee.org"
"Language models as knowledge bases?","F Petroni, T Rocktäschel, P Lewis, A Bakhtin - arXiv preprint arXiv , 2019 - arxiv.org"
"Griddehazenet: Attention-based multi-scale network for image dehazing","X Liu, Y Ma, Z Shi, J Chen - Proceedings of the IEEE/CVF , 2019 - openaccess.thecvf.com"
"Shunted self-attention via multi-scale token aggregation","S Ren, D Zhou, S He, J Feng - Proceedings of the IEEE , 2022 - openaccess.thecvf.com"
"A unified generative framework for various NER subtasks","H Yan, T Gui, J Dai, Q Guo, Z Zhang, X Qiu - arXiv preprint arXiv , 2021 - arxiv.org"
"What does bert look at? an analysis of bert's attention","K Clark, U Khandelwal, O Levy, CD Manning - arXiv preprint arXiv , 2019 - arxiv.org"
"General multi-label image classification with transformers","J Lanchantin, T Wang, V Ordonez - Proceedings of the , 2021 - openaccess.thecvf.com"
"Violet: End-to-end video-language transformers with masked visual-token modeling","TJ Fu, L Li, Z Gan, K Lin, WY Wang, L Wang - arXiv preprint arXiv , 2021 - arxiv.org"
"KEPLER: A unified model for knowledge embedding and pre-trained language representation","X Wang, T Gao, Z Zhu, Z Zhang, Z Liu, J Li - Transactions of the , 2021 - direct.mit.edu"
"Towards grand unification of object tracking","B Yan, Y Jiang, P Sun, D Wang, Z Yuan, P Luo - European Conference on , 2022 - Springer"
"Csdi: Conditional score-based diffusion models for probabilistic time series imputation","Y Tashiro, J Song, Y Song - Advances in Neural , 2021 - proceedings.neurips.cc"
"Neural graph collaborative filtering","X Wang, X He, M Wang, F Feng, TS Chua - Proceedings of the 42nd , 2019 - dl.acm.org"
"Hopfield networks is all you need","H Ramsauer, B Schäfl, J Lehner, P Seidl - arXiv preprint arXiv , 2020 - arxiv.org"
"Dual-level collaborative transformer for image captioning","Y Luo, J Ji, X Sun, L Cao, Y Wu, F Huang - Proceedings of the , 2021 - ojs.aaai.org"
"Srdiff: Single image super-resolution with diffusion probabilistic models","H Li, Y Yang, M Chang, S Chen, H Feng, Z Xu, Q Li - Neurocomputing, 2022 - Elsevier"
"Transformer-based multimodal information fusion for facial expression analysis","W Zhang, F Qiu, S Wang, H Zeng - Proceedings of the , 2022 - openaccess.thecvf.com"
"Unilmv2: Pseudo-masked language models for unified language model pre-training","H Bao, L Dong, F Wei, W Wang - International , 2020 - proceedings.mlr.press"
"Transweather: Transformer-based restoration of images degraded by adverse weather conditions","JMJ Valanarasu, R Yasarla - Proceedings of the IEEE , 2022 - openaccess.thecvf.com"
"K-adapter: Infusing knowledge into pre-trained models with adapters","R Wang, D Tang, N Duan, Z Wei, X Huang - arXiv preprint arXiv , 2020 - arxiv.org"
"[HTML][HTML] SpookyNet: Learning force fields with electronic degrees of freedom and nonlocal effects","OT Unke, S Chmiela, M Gastegger, KT Schütt - Nature , 2021 - nature.com"
"Deep learning for monocular depth estimation: A review","Y Ming, X Meng, C Fan, H Yu - Neurocomputing, 2021 - Elsevier"
"Multivariate time-series anomaly detection via graph attention network","H Zhao, Y Wang, J Duan, C Huang -  Conference on Data , 2020 - ieeexplore.ieee.org"
"Evaluating the factual consistency of abstractive text summarization","W Kryściński, B McCann, C Xiong, R Socher - arXiv preprint arXiv , 2019 - arxiv.org"
"Polarformer: Multi-camera 3d object detection with polar transformer","Y Jiang, L Zhang, Z Miao, X Zhu, J Gao, W Hu - Proceedings of the , 2023 - ojs.aaai.org"
"Interactive language: Talking to robots in real time","C Lynch, A Wahid, J Tompson, T Ding - IEEE Robotics and , 2023 - ieeexplore.ieee.org"
"Tip-adapter: Training-free adaption of clip for few-shot classification","R Zhang, W Zhang, R Fang, P Gao, K Li, J Dai -  on Computer Vision, 2022 - Springer"
"Applications of deep learning in stock market prediction: recent progress","W Jiang - Expert Systems with Applications, 2021 - Elsevier"
"On the relationship between self-attention and convolutional layers","JB Cordonnier, A Loukas, M Jaggi - arXiv preprint arXiv:1911.03584, 2019 - arxiv.org"
"Generalized decoding for pixel, image, and language","X Zou, ZY Dou, J Yang, Z Gan, L Li - Proceedings of the , 2023 - openaccess.thecvf.com"
"What BERT is not: Lessons from a new suite of psycholinguistic diagnostics for language models","A Ettinger - Transactions of the Association for Computational , 2020 - direct.mit.edu"
"Kgat: Knowledge graph attention network for recommendation","X Wang, X He, Y Cao, M Liu, TS Chua - Proceedings of the 25th ACM , 2019 - dl.acm.org"
"Bertscore: Evaluating text generation with bert","T Zhang, V Kishore, F Wu, KQ Weinberger - arXiv preprint arXiv , 2019 - arxiv.org"
"Transfer: Learning relation-aware facial expression representations with transformers","F Xue, Q Wang, G Guo - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com"
"Unsupervised data augmentation for consistency training","Q Xie, Z Dai, E Hovy, T Luong - Advances in neural , 2020 - proceedings.neurips.cc"
"ProGen2: exploring the boundaries of protein language models","E Nijkamp, JA Ruffolo, EN Weinstein, N Naik, A Madani - Cell Systems, 2022 - cell.com"
"Editing conditional radiance fields","S Liu, X Zhang, Z Zhang, R Zhang - Proceedings of the , 2021 - openaccess.thecvf.com"
"UNetFormer: A UNet-like transformer for efficient semantic segmentation of remote sensing urban scene imagery","L Wang, R Li, C Zhang, S Fang, C Duan, X Meng - ISPRS Journal of , 2022 - Elsevier"
"Text and code embeddings by contrastive pre-training","A Neelakantan, T Xu, R Puri, A Radford, JM Han - arXiv preprint arXiv , 2022 - arxiv.org"
"Pixel-bert: Aligning image pixels with text by deep multi-modal transformers","Z Huang, Z Zeng, B Liu, D Fu, J Fu - arXiv preprint arXiv:2004.00849, 2020 - arxiv.org"
"ERNIE: Enhanced language representation with informative entities","Z Zhang, X Han, Z Liu, X Jiang, M Sun, Q Liu - arXiv preprint arXiv , 2019 - arxiv.org"
"Unified language model pre-training for natural language understanding and generation","L Dong, N Yang, W Wang, F Wei - Advances in neural , 2019 - proceedings.neurips.cc"
"The curious case of neural text degeneration","A Holtzman, J Buys, L Du, M Forbes, Y Choi - arXiv preprint arXiv , 2019 - arxiv.org"
"BERT rediscovers the classical NLP pipeline","I Tenney, D Das, E Pavlick - arXiv preprint arXiv:1905.05950, 2019 - arxiv.org"
"Function4d: Real-time human volumetric capture from very sparse consumer rgbd sensors","T Yu, Z Zheng, K Guo, P Liu - Proceedings of the , 2021 - openaccess.thecvf.com"
"Deep hierarchical semantic segmentation","L Li, T Zhou, W Wang, J Li - Proceedings of the IEEE , 2022 - openaccess.thecvf.com"
"Robust wav2vec 2.0: Analyzing domain shift in self-supervised pre-training","WN Hsu, A Sriram, A Baevski, T Likhomanenko - arXiv preprint arXiv , 2021 - arxiv.org"
"Iterative deep graph learning for graph neural networks: Better and robust node embeddings","Y Chen, L Wu, M Zaki - Advances in neural information , 2020 - proceedings.neurips.cc"
"Gcnet: Non-local networks meet squeeze-excitation networks and beyond","Y Cao, J Xu, S Lin, F Wei, H Hu - Proceedings of the IEEE , 2019 - openaccess.thecvf.com"
"[HTML][HTML] A high-performance speech neuroprosthesis","FR Willett, EM Kunz, C Fan, DT Avansino, GH Wilson - Nature, 2023 - nature.com"
"fairseq: A fast, extensible toolkit for sequence modeling","M Ott, S Edunov, A Baevski, A Fan, S Gross - arXiv preprint arXiv , 2019 - arxiv.org"
"Zero: Memory optimizations toward training trillion parameter models","S Rajbhandari, J Rasley, O Ruwase -  Conference for High , 2020 - ieeexplore.ieee.org"
"Pre-training with whole word masking for chinese bert","Y Cui, W Che, T Liu, B Qin - IEEE/ACM Transactions on , 2021 - ieeexplore.ieee.org"
"Mls: A large-scale multilingual dataset for speech research","V Pratap, Q Xu, A Sriram, G Synnaeve - arXiv preprint arXiv , 2020 - arxiv.org"
"SciBERT: A pretrained language model for scientific text","I Beltagy, K Lo, A Cohan - arXiv preprint arXiv:1903.10676, 2019 - arxiv.org"
"Finbert: Financial sentiment analysis with pre-trained language models","D Araci - arXiv preprint arXiv:1908.10063, 2019 - arxiv.org"
"Clip2video: Mastering video-text retrieval via image clip","H Fang, P Xiong, L Xu, Y Chen - arXiv preprint arXiv:2106.11097, 2021 - arxiv.org"
"Deep anomaly detection for time-series data in industrial IoT: A communication-efficient on-device federated learning approach","Y Liu, S Garg, J Nie, Y Zhang, Z Xiong - IEEE Internet of , 2020 - ieeexplore.ieee.org"
"DASNet: Dual attentive fully convolutional Siamese networks for change detection in high-resolution satellite images","J Chen, Z Yuan, J Peng, L Chen - IEEE Journal of , 2020 - ieeexplore.ieee.org"
"I-bert: Integer-only bert quantization","S Kim, A Gholami, Z Yao -  on machine learning, 2021 - proceedings.mlr.press"
"Abd-net: Attentive but diverse person re-identification","T Chen, S Ding, J Xie, Y Yuan - Proceedings of the , 2019 - openaccess.thecvf.com"
"ERASER: A benchmark to evaluate rationalized NLP models","J DeYoung, S Jain, NF Rajani, E Lehman - arXiv preprint arXiv , 2019 - arxiv.org"
"Analog bits: Generating discrete data using diffusion models with self-conditioning","T Chen, R Zhang, G Hinton - arXiv preprint arXiv:2208.04202, 2022 - arxiv.org"
"GFlowNet-EM for learning compositional latent variable models","EJ Hu, N Malkin, M Jain, KE Everett - International , 2023 - proceedings.mlr.press"
"Expectation-maximization attention networks for semantic segmentation","X Li, Z Zhong, J Wu, Y Yang, Z Lin - Proceedings of the , 2019 - openaccess.thecvf.com"
"Prophetnet: Predicting future n-gram for sequence-to-sequence pre-training","W Qi, Y Yan, Y Gong, D Liu, N Duan, J Chen - arXiv preprint arXiv , 2020 - arxiv.org"
"Mining cross-image semantics for weakly supervised semantic segmentation","G Sun, W Wang, J Dai, L Van Gool -  , Glasgow, UK, August 23–28, 2020 , 2020 - Springer"
"[HTML][HTML] Transformers in medical image analysis","K He, C Gan, Z Li, I Rekik, Z Yin, W Ji, Y Gao, Q Wang - Intelligent , 2023 - Elsevier"
"Optimizing dense retrieval model training with hard negatives","J Zhan, J Mao, Y Liu, J Guo, M Zhang - Proceedings of the 44th , 2021 - dl.acm.org"
"Lost in the middle: How language models use long contexts","NF Liu, K Lin, J Hewitt, A Paranjape - arXiv preprint arXiv , 2023 - arxiv.org"
"Graph convolutional networks for temporal action localization","R Zeng, W Huang, M Tan, Y Rong - Proceedings of the , 2019 - openaccess.thecvf.com"
"Lavt: Language-aware vision transformer for referring image segmentation","Z Yang, J Wang, Y Tang, K Chen - Proceedings of the , 2022 - openaccess.thecvf.com"
"Masked visual pre-training for motor control","T Xiao, I Radosavovic, T Darrell, J Malik - arXiv preprint arXiv:2203.06173, 2022 - arxiv.org"
"Tinyvit: Fast pretraining distillation for small vision transformers","K Wu, J Zhang, H Peng, M Liu, B Xiao, J Fu - European Conference on , 2022 - Springer"
"Rpm-net: Robust point matching using learned features","ZJ Yew, GH Lee - Proceedings of the IEEE/CVF conference , 2020 - openaccess.thecvf.com"
"Mass: Masked sequence to sequence pre-training for language generation","K Song, X Tan, T Qin, J Lu, TY Liu - arXiv preprint arXiv:1905.02450, 2019 - arxiv.org"
"Oneformer: One transformer to rule universal image segmentation","J Jain, J Li, MT Chiu, A Hassani - Proceedings of the , 2023 - openaccess.thecvf.com"
"Experience grounds language","Y Bisk, A Holtzman, J Thomason, J Andreas - arXiv preprint arXiv , 2020 - arxiv.org"
"Savi++: Towards end-to-end object-centric learning from real-world videos","G Elsayed, A Mahendran - Advances in , 2022 - proceedings.neurips.cc"
" Language models are unsupervised multitask learners","A Radford, J Wu, R Child, D Luan - OpenAI , 2019 - insightcivic.s3.us-east-1.amazonaws "
"Flaubert: Unsupervised language model pre-training for french","H Le, L Vial, J Frej, V Segonne, M Coavoux - arXiv preprint arXiv , 2019 - arxiv.org"
"BERT4Rec: Sequential recommendation with bidirectional encoder representations from transformer","F Sun, J Liu, J Wu, C Pei, X Lin, W Ou - Proceedings of the 28th , 2019 - dl.acm.org"
"[HTML][HTML] Brains and algorithms partially converge in natural language processing","C Caucheteux, JR King - Communications biology, 2022 - nature.com"
"Align your latents: High-resolution video synthesis with latent diffusion models","A Blattmann, R Rombach, H Ling - Proceedings of the , 2023 - openaccess.thecvf.com"
"Support-set bottlenecks for video-text representation learning","M Patrick, PY Huang, Y Asano, F Metze - arXiv preprint arXiv , 2020 - arxiv.org"
"Identifying facemask-wearing condition using image super-resolution with classification network to prevent COVID-19","B Qin, D Li - Sensors, 2020 - mdpi.com"
"Vision-language transformer and query generation for referring segmentation","H Ding, C Liu, S Wang, X Jiang - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Green ai","R Schwartz, J Dodge, NA Smith, O Etzioni - Communications of the ACM, 2020 - dl.acm.org"
"Fastspeech: Fast, robust and controllable text to speech","Y Ren, Y Ruan, X Tan, T Qin, S Zhao - Advances in neural , 2019 - proceedings.neurips.cc"
"Videobert: A joint model for video and language representation learning","C Sun, A Myers, C Vondrick - Proceedings of the , 2019 - openaccess.thecvf.com"
"Disentangled non-local neural networks","M Yin, Z Yao, Y Cao, X Li, Z Zhang, S Lin - Computer Vision–ECCV , 2020 - Springer"
"Bipartite graph network with adaptive message passing for unbiased scene graph generation","R Li, S Zhang, B Wan, X He - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com"
"Effective energy consumption forecasting using empirical wavelet transform and long short-term memory","L Peng, L Wang, D Xia, Q Gao - Energy, 2022 - Elsevier"
"Crossformer++: A versatile vision transformer hinging on cross-scale attention","W Wang, W Chen, Q Qiu, L Chen, B Wu, B Lin - arXiv preprint arXiv , 2023 - arxiv.org"
"Efficient self-supervised learning with contextualized target representations for vision, speech and language","A Baevski, A Babu, WN Hsu -  Conference on Machine , 2023 - proceedings.mlr.press"
"Episodic transformer for vision-and-language navigation","A Pashevich, C Schmid, C Sun - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"How to fine-tune bert for text classification?","C Sun, X Qiu, Y Xu, X Huang -  18th China National Conference, CCL 2019 , 2019 - Springer"
"End-to-end human object interaction detection with hoi transformer","C Zou, B Wang, Y Hu, J Liu, Q Wu - Proceedings of the , 2021 - openaccess.thecvf.com"
"Analyzing multi-head self-attention: Specialized heads do the heavy lifting, the rest can be pruned","E Voita, D Talbot, F Moiseev, R Sennrich - arXiv preprint arXiv , 2019 - arxiv.org"
"Large language models can be strong differentially private learners","X Li, F Tramer, P Liang, T Hashimoto - arXiv preprint arXiv:2110.05679, 2021 - arxiv.org"
"A federated learning system with enhanced feature extraction for human activity recognition","Z Xiao, X Xu, H Xing, F Song, X Wang - Knowledge-Based Systems, 2021 - Elsevier"
"[HTML][HTML] Multimodal transformer for unaligned multimodal language sequences","YHH Tsai, S Bai, PP Liang, JZ Kolter - Proceedings of the , 2019 - ncbi.nlm.nih.gov"
"BioBERT: a pre-trained biomedical language representation model for biomedical text mining","J Lee, W Yoon, S Kim, D Kim, S Kim, CH So - , 2020 - academic.oup.com"
"Time interval aware self-attention for sequential recommendation","J Li, Y Wang, J McAuley -  of the 13th international conference on web , 2020 - dl.acm.org"
"Videogpt: Video generation using vq-vae and transformers","W Yan, Y Zhang, P Abbeel, A Srinivas - arXiv preprint arXiv:2104.10157, 2021 - arxiv.org"
"Graph neural networks: foundation, frontiers and applications","L Wu, P Cui, J Pei, L Zhao, X Guo -  of the 28th ACM SIGKDD Conference , 2022 - dl.acm.org"
"Utilizing graph machine learning within drug discovery and development","T Gaudelet, B Day, AR Jamasb, J Soman - Briefings in , 2021 - academic.oup.com"
"Cure: Code-aware neural machine translation for automatic program repair","N Jiang, T Lutellier, L Tan - 2021 IEEE/ACM 43rd International , 2021 - ieeexplore.ieee.org"
"Memory-augmented dense predictive coding for video representation learning","T Han, W Xie, A Zisserman - European conference on computer vision, 2020 - Springer"
"Human motion diffusion model","G Tevet, S Raab, B Gordon, Y Shafir - arXiv preprint arXiv , 2022 - arxiv.org"
"Edvr: Video restoration with enhanced deformable convolutional networks","X Wang, KCK Chan, K Yu, C Dong - Proceedings of the , 2019 - openaccess.thecvf.com"
"Tranad: Deep transformer networks for anomaly detection in multivariate time series data","S Tuli, G Casale, NR Jennings - arXiv preprint arXiv:2201.07284, 2022 - arxiv.org"
"Probabilistic two-stage detection","X Zhou, V Koltun, P Krähenbühl - arXiv preprint arXiv:2103.07461, 2021 - arxiv.org"
"Avatarclip: Zero-shot text-driven generation and animation of 3d avatars","F Hong, M Zhang, L Pan, Z Cai, L Yang - arXiv preprint arXiv , 2022 - arxiv.org"
"Multiple object tracking with correlation learning","Q Wang, Y Zheng, P Pan, Y Xu - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Retrieving and reading: A comprehensive survey on open-domain question answering","F Zhu, W Lei, C Wang, J Zheng, S Poria - arXiv preprint arXiv , 2021 - arxiv.org"
"Vision transformers for single image dehazing","Y Song, Z He, H Qian, X Du - IEEE Transactions on Image , 2023 - ieeexplore.ieee.org"
"Spatial-spectral transformer for hyperspectral image classification","X He, Y Chen, Z Lin - Remote Sensing, 2021 - mdpi.com"
"Efficient training of visual transformers with small datasets","Y Liu, E Sangineto, W Bi, N Sebe - Advances in Neural , 2021 - proceedings.neurips.cc"
"Heterogeneous graph attention network","X Wang, H Ji, C Shi, B Wang, Y Ye, P Cui - The world wide web , 2019 - dl.acm.org"
"Learning modality-specific representations with self-supervised multi-task learning for multimodal sentiment analysis","W Yu, H Xu, Z Yuan, J Wu - Proceedings of the AAAI conference on , 2021 - ojs.aaai.org"
"Parameter-efficient transfer learning for NLP","N Houlsby, A Giurgiu, S Jastrzebski - International , 2019 - proceedings.mlr.press"
"Spanbert: Improving pre-training by representing and predicting spans","M Joshi, D Chen, Y Liu, DS Weld - Transactions of the , 2020 - direct.mit.edu"
"Large-scale long-tailed recognition in an open world","Z Liu, Z Miao, X Zhan, J Wang - Proceedings of the , 2019 - openaccess.thecvf.com"
"Flow-guided one-shot talking face generation with a high-resolution audio-visual dataset","Z Zhang, L Li, Y Ding, C Fan - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com"
"Interventional few-shot learning","Z Yue, H Zhang, Q Sun, XS Hua - Advances in neural , 2020 - proceedings.neurips.cc"
"Learning to dispatch for job shop scheduling via deep reinforcement learning","C Zhang, W Song, Z Cao, J Zhang - Advances in Neural , 2020 - proceedings.neurips.cc"
"Ernie: Enhanced representation through knowledge integration","Y Sun, S Wang, Y Li, S Feng, X Chen, H Zhang - arXiv preprint arXiv , 2019 - arxiv.org"
"Few-shot object detection with fully cross-transformer","G Han, J Ma, S Huang, L Chen - Proceedings of the , 2022 - openaccess.thecvf.com"
"Attention is not explanation","S Jain, BC Wallace - arXiv preprint arXiv:1902.10186, 2019 - arxiv.org"
"Are NLP models really able to solve simple math word problems?","A Patel, S Bhattamishra, N Goyal - arXiv preprint arXiv:2103.07191, 2021 - arxiv.org"
"Q-bert: Hessian based ultra low precision quantization of bert","S Shen, Z Dong, J Ye, L Ma, Z Yao, A Gholami - Proceedings of the , 2020 - ojs.aaai.org"
"Are sixteen heads really better than one?","P Michel, O Levy, G Neubig - Advances in neural , 2019 - proceedings.neurips.cc"
"A transformer-based approach for source code summarization","WU Ahmad, S Chakraborty, B Ray - arXiv preprint arXiv , 2020 - arxiv.org"
"Unsupervised cross-lingual representation learning at scale","A Conneau, K Khandelwal, N Goyal - arXiv preprint arXiv , 2019 - arxiv.org"
"Incremental transformer structure enhanced image inpainting with masking positional encoding","Q Dong, C Cao, Y Fu -  of the IEEE/CVF Conference on , 2022 - openaccess.thecvf.com"
"Similarity of neural network representations revisited","S Kornblith, M Norouzi, H Lee -  conference on machine , 2019 - proceedings.mlr.press"
"Machine learning for high-entropy alloys: Progress, challenges and opportunities","X Liu, J Zhang, Z Pei - Progress in Materials Science, 2023 - Elsevier"
"3d infomax improves gnns for molecular property prediction","H Stärk, D Beaini, G Corso, P Tossou - International , 2022 - proceedings.mlr.press"
"Flexible diffusion modeling of long videos","W Harvey, S Naderiparizi, V Masrani - Advances in , 2022 - proceedings.neurips.cc"
"Uncertainty-guided transformer reasoning for camouflaged object detection","F Yang, Q Zhai, X Li, R Huang, A Luo - Proceedings of the , 2021 - openaccess.thecvf.com"
"Specter: Document-level representation learning using citation-informed transformers","A Cohan, S Feldman, I Beltagy, D Downey - arXiv preprint arXiv , 2020 - arxiv.org"
"Cross-lingual language model pretraining","G Lample, A Conneau - arXiv preprint arXiv:1901.07291, 2019 - arxiv.org"
"[HTML][HTML] Graph neural networks: A review of methods and applications","J Zhou, G Cui, S Hu, Z Zhang, C Yang, Z Liu, L Wang - AI open, 2020 - Elsevier"
" Graph contextualized self-attention network for session-based recommendation.","C Xu, P Zhao, Y Liu, VS Sheng, J Xu, F Zhuang, J Fang - IJCAI, 2019 - ijcai.org"
"Misa: Modality-invariant and-specific representations for multimodal sentiment analysis","D Hazarika, R Zimmermann, S Poria - Proceedings of the 28th ACM , 2020 - dl.acm.org"
"Pushing the boundaries of molecular representation for drug discovery with the graph attention mechanism","Z Xiong, D Wang, X Liu, F Zhong, X Wan - Journal of medicinal , 2019 - ACS Publications"
"Movement pruning: Adaptive sparsity by fine-tuning","V Sanh, T Wolf, A Rush - Advances in Neural Information , 2020 - proceedings.neurips.cc"
"Deep modular co-attention networks for visual question answering","Z Yu, J Yu, Y Cui, D Tao, Q Tian - Proceedings of the IEEE , 2019 - openaccess.thecvf.com"
"Anomaly transformer: Time series anomaly detection with association discrepancy","J Xu, H Wu, J Wang, M Long - arXiv preprint arXiv:2110.02642, 2021 - arxiv.org"
"Q8bert: Quantized 8bit bert","O Zafrir, G Boudoukh, P Izsak - 2019 Fifth Workshop on , 2019 - ieeexplore.ieee.org"
"Generalized category discovery","S Vaze, K Han, A Vedaldi - Proceedings of the , 2022 - openaccess.thecvf.com"
"Visformer: The vision-friendly transformer","Z Chen, L Xie, J Niu, X Liu, L Wei - Proceedings of the , 2021 - openaccess.thecvf.com"
"Detrs with hybrid matching","D Jia, Y Yuan, H He, X Wu, H Yu - Proceedings of the , 2023 - openaccess.thecvf.com"
"Is attention interpretable?","S Serrano, NA Smith - arXiv preprint arXiv:1906.03731, 2019 - arxiv.org"
"Are we done with imagenet?","L Beyer, OJ Hénaff, A Kolesnikov, X Zhai - arXiv preprint arXiv , 2020 - arxiv.org"
"On generative spoken language modeling from raw audio","K Lakhotia, E Kharitonov, WN Hsu, Y Adi - Transactions of the , 2021 - direct.mit.edu"
"Fast point transformer","C Park, Y Jeong, M Cho, J Park - Proceedings of the IEEE , 2022 - openaccess.thecvf.com"
"Time-series representation learning via temporal and contextual contrasting","E Eldele, M Ragab, Z Chen, M Wu, CK Kwoh - arXiv preprint arXiv , 2021 - arxiv.org"
"Nerv: Neural representations for videos","H Chen, B He, H Wang, Y Ren - Advances in Neural , 2021 - proceedings.neurips.cc"
"Learning and evaluating contextual embedding of source code","A Kanade, P Maniatis -  on machine learning, 2020 - proceedings.mlr.press"
"Transmorph: Transformer for unsupervised medical image registration","J Chen, EC Frey, Y He, WP Segars, Y Li, Y Du - Medical image analysis, 2022 - Elsevier"
"Skeleton-based action recognition with multi-stream adaptive graph convolutional networks","L Shi, Y Zhang, J Cheng, H Lu - IEEE Transactions on Image , 2020 - ieeexplore.ieee.org"
"BioSeq-BLM: a platform for analyzing DNA, RNA and protein sequences based on biological language models","HL Li, YH Pang, B Liu - Nucleic acids research, 2021 - academic.oup.com"
